geografia_sk,address_id,line1,line2,city,postal_code,country_code,nombre_provincia
2416,3412,Calle 1864,Piso 4 Dto A,Córdoba,7055,AR,Córdoba
2417,3413,Calle 6131,,Mendoza,2268,AR,Mendoza
2418,3414,Calle 6415,Piso 2 Dto B,Santa Fe,9693,AR,Santa Fe
2419,3415,Calle 3552,,CABA,5683,AR,Buenos Aires
2420,3416,Calle 4618,,Córdoba,2046,AR,Córdoba
2421,3417,Calle 5570,,Mar del Plata,6409,AR,Buenos Aires
2422,3418,Calle 1689,,Mar del Plata,8820,AR,Buenos Aires
2423,3419,Calle 8286,,La Plata,1196,AR,Buenos Aires
2424,3420,Calle 5207,Piso 7 Dto B,San Rafael,2802,AR,Mendoza
2425,3421,Calle 8994,,Santa Fe,1609,AR,Santa Fe
2426,3422,Calle 1683,,Rafaela,8925,AR,Santa Fe
2427,3423,Calle 5994,Piso 9 Dto B,CABA,9476,AR,Buenos Aires
2428,3424,Calle 9360,Piso 8 Dto B,Mar del Plata,6836,AR,Buenos Aires
2429,3425,Calle 2619,Piso 7 Dto A,CABA,1682,AR,Buenos Aires
2430,3426,Calle 8787,,Santa Fe,5187,AR,Santa Fe
2431,3427,Calle 9635,Piso 6 Dto B,Córdoba,8204,AR,Córdoba
2432,3428,Calle 5976,,CABA,5625,AR,Buenos Aires
2433,3429,Calle 2327,Piso 2 Dto B,Mar del Plata,6491,AR,Buenos Aires
2434,3430,Calle 5411,Piso 9 Dto B,Mar del Plata,8008,AR,Buenos Aires
2435,3431,Calle 71,,CABA,9444,AR,Buenos Aires
2436,3432,Calle 2929,Piso 8 Dto B,La Plata,4636,AR,Buenos Aires
2437,3433,Calle 6079,,Mar del Plata,3696,AR,Buenos Aires
2438,3434,Calle 6073,,Mar del Plata,4908,AR,Buenos Aires
2439,3435,Calle 3121,Piso 1 Dto C,Santa Fe,3049,AR,Santa Fe
2440,3436,Calle 9103,Piso 12 Dto A,Córdoba,8784,AR,Córdoba
2441,3437,Calle 1900,Piso 2 Dto C,Mar del Plata,3297,AR,Buenos Aires
2442,3438,Calle 7877,Piso 11 Dto C,Mar del Plata,4250,AR,Buenos Aires
2443,3439,Calle 142,,Rosario,2199,AR,Santa Fe
2444,3440,Calle 4566,Piso 3 Dto A,Rafaela,5755,AR,Santa Fe
2445,3441,Calle 850,Piso 6 Dto C,Mar del Plata,8324,AR,Buenos Aires
2446,3442,Calle 7000,Piso 2 Dto C,Mar del Plata,2774,AR,Buenos Aires
2447,3443,Calle 7119,Piso 6 Dto B,Mar del Plata,8458,AR,Buenos Aires
2448,3444,Calle 9985,Piso 12 Dto C,Mar del Plata,9585,AR,Buenos Aires
2449,3445,Calle 264,Piso 1 Dto C,La Plata,3495,AR,Buenos Aires
2450,3446,Calle 2268,Piso 11 Dto B,Godoy Cruz,4215,AR,Mendoza
2451,3447,Calle 2987,,Río Cuarto,5233,AR,Córdoba
2452,3448,Calle 218,Piso 8 Dto A,San Rafael,5661,AR,Mendoza
2453,3449,Calle 821,Piso 2 Dto B,Villa Carlos Paz,2872,AR,Córdoba
2454,3450,Calle 609,,Godoy Cruz,1718,AR,Mendoza
2455,3451,Calle 6866,,CABA,3204,AR,Buenos Aires
2456,3452,Calle 3424,Piso 11 Dto B,Mar del Plata,6509,AR,Buenos Aires
2457,3453,Calle 3616,,Rosario,6868,AR,Santa Fe
2458,3454,Calle 3063,Piso 2 Dto B,Rafaela,8733,AR,Santa Fe
2459,3455,Calle 3973,Piso 12 Dto C,Santa Fe,7346,AR,Santa Fe
2460,3456,Calle 2553,,Córdoba,9107,AR,Córdoba
2461,3457,Calle 6936,,Santa Fe,6085,AR,Santa Fe
2462,3458,Calle 9704,Piso 3 Dto C,La Plata,3105,AR,Buenos Aires
2463,3459,Calle 2315,Piso 1 Dto C,CABA,1813,AR,Buenos Aires
2464,3460,Calle 6177,,Mar del Plata,1394,AR,Buenos Aires
2465,3461,Calle 3416,,Santa Fe,7564,AR,Santa Fe
2466,3462,Calle 3247,Piso 4 Dto B,Río Cuarto,4556,AR,Córdoba
2467,3463,Calle 211,,Córdoba,1617,AR,Córdoba
2468,3464,Calle 9645,Piso 4 Dto A,Mar del Plata,9536,AR,Buenos Aires
2469,3465,Calle 8712,,Villa Carlos Paz,6503,AR,Córdoba
2470,3466,Calle 9833,,Mar del Plata,4770,AR,Buenos Aires
2471,3467,Calle 3615,Piso 11 Dto B,San Rafael,7958,AR,Mendoza
2472,3468,Calle 6454,,La Plata,9386,AR,Buenos Aires
2473,3469,Calle 7031,Piso 9 Dto A,CABA,5965,AR,Buenos Aires
2474,3470,Calle 7504,,Santa Fe,2206,AR,Santa Fe
2475,3471,Calle 8987,,La Plata,1137,AR,Buenos Aires
2476,3472,Calle 9907,Piso 8 Dto C,CABA,3285,AR,Buenos Aires
2477,3473,Calle 5054,Piso 3 Dto C,Córdoba,4813,AR,Córdoba
2478,3474,Calle 5833,,San Rafael,7644,AR,Mendoza
2479,3475,Calle 1611,Piso 9 Dto B,Mar del Plata,7522,AR,Buenos Aires
2480,3476,Calle 3552,Piso 7 Dto A,Río Cuarto,9925,AR,Córdoba
2481,3477,Calle 5858,Piso 1 Dto A,San Rafael,3645,AR,Mendoza
2482,3478,Calle 9702,Piso 3 Dto A,Mendoza,8082,AR,Mendoza
2483,3479,Calle 8436,,Mar del Plata,8332,AR,Buenos Aires
2484,3480,Calle 5323,,La Plata,8598,AR,Buenos Aires
2485,3481,Calle 5210,,Córdoba,3221,AR,Córdoba
2486,3482,Calle 7869,Piso 8 Dto A,La Plata,6287,AR,Buenos Aires
2487,3483,Calle 8996,Piso 4 Dto C,CABA,9719,AR,Buenos Aires
2488,3484,Calle 4767,,CABA,7349,AR,Buenos Aires
2489,3485,Calle 3088,,Mar del Plata,6775,AR,Buenos Aires
2490,3486,Calle 8756,,CABA,2870,AR,Buenos Aires
2491,3487,Calle 919,,CABA,1071,AR,Buenos Aires
2492,3488,Calle 2965,Piso 9 Dto B,Mar del Plata,6727,AR,Buenos Aires
2493,3489,Calle 3817,,San Rafael,4214,AR,Mendoza
2494,3490,Calle 2457,,Mar del Plata,2045,AR,Buenos Aires
2495,3491,Calle 592,,Mar del Plata,1376,AR,Buenos Aires
2496,3492,Calle 5647,,Río Cuarto,4720,AR,Córdoba
2497,3493,Calle 1951,,CABA,7298,AR,Buenos Aires
2498,3494,Calle 8168,,Rosario,3229,AR,Santa Fe
2499,3495,Calle 6939,Piso 3 Dto B,Santa Fe,6955,AR,Santa Fe
2500,3496,Calle 4724,Piso 1 Dto C,Mar del Plata,9107,AR,Buenos Aires
2501,3497,Calle 4999,Piso 7 Dto C,Santa Fe,7684,AR,Santa Fe
2502,3498,Calle 6233,,Mar del Plata,6929,AR,Buenos Aires
2503,3499,Calle 3586,,La Plata,5598,AR,Buenos Aires
2504,3500,Calle 8790,Piso 11 Dto B,Río Cuarto,9423,AR,Córdoba
2505,3501,Calle 8302,,Villa Carlos Paz,6786,AR,Córdoba
2506,3502,Calle 2622,,San Rafael,8113,AR,Mendoza
2507,3503,Calle 5132,,Rafaela,8548,AR,Santa Fe
2508,3504,Calle 75,Piso 9 Dto C,La Plata,4992,AR,Buenos Aires
2509,3505,Calle 6694,,Rafaela,5125,AR,Santa Fe
2510,3506,Calle 7056,Piso 10 Dto C,Mar del Plata,9774,AR,Buenos Aires
2511,3507,Calle 5007,Piso 6 Dto A,Mar del Plata,1522,AR,Buenos Aires
2512,3508,Calle 7594,,La Plata,1837,AR,Buenos Aires
2513,3509,Calle 9888,,CABA,8658,AR,Buenos Aires
2514,3510,Calle 8029,Piso 3 Dto C,Mar del Plata,5417,AR,Buenos Aires
2515,3511,Calle 79,,Río Cuarto,2039,AR,Córdoba
2516,3512,Calle 5754,,Mar del Plata,3173,AR,Buenos Aires
2517,3513,Calle 380,,La Plata,6106,AR,Buenos Aires
2518,3514,Calle 2282,Piso 8 Dto C,CABA,4809,AR,Buenos Aires
2519,3515,Calle 5417,,Rafaela,2829,AR,Santa Fe
2520,3516,Calle 9439,,La Plata,7571,AR,Buenos Aires
2521,3517,Calle 4329,Piso 3 Dto C,La Plata,7230,AR,Buenos Aires
2522,3518,Calle 1819,Piso 12 Dto A,Santa Fe,9124,AR,Santa Fe
2523,3519,Calle 5736,Piso 6 Dto B,Mar del Plata,2314,AR,Buenos Aires
2524,3520,Calle 672,,Villa Carlos Paz,4803,AR,Córdoba
2525,3521,Calle 4988,Piso 6 Dto B,La Plata,4603,AR,Buenos Aires
2526,3522,Calle 2224,,Villa Carlos Paz,7811,AR,Córdoba
2527,3523,Calle 4099,,La Plata,2423,AR,Buenos Aires
2528,3524,Calle 6934,,Santa Fe,7969,AR,Santa Fe
2529,3525,Calle 6952,Piso 1 Dto C,Rosario,9613,AR,Santa Fe
2530,3526,Calle 7243,,Mar del Plata,1970,AR,Buenos Aires
2531,3527,Calle 9888,,Córdoba,4848,AR,Córdoba
2532,3528,Calle 8095,Piso 1 Dto B,Godoy Cruz,1532,AR,Mendoza
2533,3529,Calle 8845,Piso 3 Dto A,Río Cuarto,8220,AR,Córdoba
2534,3530,Calle 2839,,Córdoba,9700,AR,Córdoba
2535,3531,Calle 5056,,CABA,5780,AR,Buenos Aires
2536,3532,Calle 9959,Piso 4 Dto B,La Plata,7000,AR,Buenos Aires
2537,3533,Calle 9060,,Rosario,2754,AR,Santa Fe
2538,3534,Calle 5928,Piso 6 Dto B,La Plata,8644,AR,Buenos Aires
2539,3535,Calle 1806,Piso 12 Dto B,Córdoba,1397,AR,Córdoba
2540,3536,Calle 1394,,Córdoba,5901,AR,Córdoba
2541,3537,Calle 6104,,Mar del Plata,3568,AR,Buenos Aires
2542,3538,Calle 1757,Piso 6 Dto A,Mar del Plata,3409,AR,Buenos Aires
2543,3539,Calle 9912,Piso 3 Dto B,Godoy Cruz,2052,AR,Mendoza
2544,3540,Calle 8344,,CABA,2366,AR,Buenos Aires
2545,3541,Calle 3746,,Villa Carlos Paz,2604,AR,Córdoba
2546,3542,Calle 1238,,Mar del Plata,8544,AR,Buenos Aires
2547,3543,Calle 441,Piso 6 Dto A,Rosario,8984,AR,Santa Fe
2548,3544,Calle 5674,,La Plata,7113,AR,Buenos Aires
2549,3545,Calle 5207,,La Plata,1096,AR,Buenos Aires
2550,3546,Calle 8532,Piso 4 Dto C,Santa Fe,1560,AR,Santa Fe
2551,3547,Calle 5673,Piso 1 Dto A,Villa Carlos Paz,9241,AR,Córdoba
2552,3548,Calle 774,,La Plata,5459,AR,Buenos Aires
2553,3549,Calle 3371,Piso 5 Dto B,Río Cuarto,6701,AR,Córdoba
2554,3550,Calle 2396,,Río Cuarto,1731,AR,Córdoba
2555,3551,Calle 2166,,Rafaela,1794,AR,Santa Fe
2556,3552,Calle 4601,,CABA,9937,AR,Buenos Aires
2557,3553,Calle 1615,,CABA,6925,AR,Buenos Aires
2558,3554,Calle 3228,,Mar del Plata,7336,AR,Buenos Aires
2559,3555,Calle 6736,,Mar del Plata,4892,AR,Buenos Aires
2560,3556,Calle 1409,Piso 11 Dto C,Río Cuarto,5022,AR,Córdoba
2561,3557,Calle 8361,Piso 10 Dto C,Villa Carlos Paz,8964,AR,Córdoba
2562,3558,Calle 701,,CABA,2323,AR,Buenos Aires
2563,3559,Calle 826,Piso 8 Dto A,Córdoba,2870,AR,Córdoba
2564,3560,Calle 5984,Piso 1 Dto C,Mar del Plata,2707,AR,Buenos Aires
2565,3561,Calle 8669,,CABA,2318,AR,Buenos Aires
2566,3562,Calle 5928,Piso 5 Dto B,Santa Fe,8743,AR,Santa Fe
2567,3563,Calle 5545,,Villa Carlos Paz,8430,AR,Córdoba
2568,3564,Calle 7196,,CABA,9208,AR,Buenos Aires
2569,3565,Calle 6974,Piso 4 Dto C,CABA,7566,AR,Buenos Aires
2570,3566,Calle 6254,,La Plata,1413,AR,Buenos Aires
2571,3567,Calle 7517,Piso 2 Dto A,CABA,5693,AR,Buenos Aires
2572,3568,Calle 3563,Piso 11 Dto C,CABA,7238,AR,Buenos Aires
2573,3569,Calle 6247,Piso 3 Dto B,La Plata,4355,AR,Buenos Aires
2574,3570,Calle 1810,Piso 2 Dto B,Mar del Plata,2585,AR,Buenos Aires
2575,3571,Calle 1676,Piso 6 Dto A,Mar del Plata,9378,AR,Buenos Aires
2576,3572,Calle 8715,,La Plata,7810,AR,Buenos Aires
2577,3573,Calle 6362,Piso 6 Dto B,La Plata,9364,AR,Buenos Aires
2578,3574,Calle 6184,,Mendoza,1048,AR,Mendoza
2579,3575,Calle 7970,,CABA,7579,AR,Buenos Aires
2580,3576,Calle 5645,,Córdoba,2861,AR,Córdoba
2581,3577,Calle 6281,,CABA,5590,AR,Buenos Aires
2582,3578,Calle 818,,La Plata,2543,AR,Buenos Aires
2583,3579,Calle 2102,Piso 9 Dto A,CABA,8861,AR,Buenos Aires
2584,3580,Calle 1434,Piso 9 Dto A,CABA,7561,AR,Buenos Aires
2585,3581,Calle 5484,Piso 11 Dto B,Santa Fe,8816,AR,Santa Fe
2586,3582,Calle 9835,,Villa Carlos Paz,3208,AR,Córdoba
2587,3583,Calle 4574,Piso 9 Dto B,CABA,7840,AR,Buenos Aires
2588,3584,Calle 9059,,CABA,1154,AR,Buenos Aires
2589,3585,Calle 5135,,CABA,7683,AR,Buenos Aires
2590,3586,Calle 9772,Piso 8 Dto B,Rosario,8350,AR,Santa Fe
2591,3587,Calle 1694,Piso 7 Dto C,Villa Carlos Paz,7725,AR,Córdoba
2592,3588,Calle 8309,,Mar del Plata,9610,AR,Buenos Aires
2593,3589,Calle 776,,CABA,9185,AR,Buenos Aires
2594,3590,Calle 5703,,La Plata,2882,AR,Buenos Aires
2595,3591,Calle 3187,,Mar del Plata,2259,AR,Buenos Aires
2596,3592,Calle 5398,,Río Cuarto,1743,AR,Córdoba
2597,3593,Calle 3976,,Córdoba,6853,AR,Córdoba
2598,3594,Calle 8250,Piso 4 Dto B,La Plata,4840,AR,Buenos Aires
2599,3595,Calle 2510,,Rosario,3525,AR,Santa Fe
2600,3596,Calle 1735,,Godoy Cruz,4018,AR,Mendoza
2601,3597,Calle 4163,,Córdoba,2741,AR,Córdoba
2602,3598,Calle 612,Piso 2 Dto C,Villa Carlos Paz,4821,AR,Córdoba
2603,3599,Calle 3407,Piso 12 Dto C,CABA,6215,AR,Buenos Aires
2604,3600,Calle 3566,,La Plata,1142,AR,Buenos Aires
2605,3601,Calle 5533,Piso 10 Dto A,Río Cuarto,6011,AR,Córdoba
2606,3602,Calle 8821,Piso 8 Dto A,Rafaela,1526,AR,Santa Fe
2607,3603,Calle 9919,,San Rafael,8551,AR,Mendoza
2608,3604,Calle 5385,Piso 11 Dto A,Córdoba,7561,AR,Córdoba
2609,3605,Calle 3536,,CABA,8025,AR,Buenos Aires
2610,3606,Calle 2230,,Mar del Plata,5812,AR,Buenos Aires
2611,3607,Calle 5008,,Córdoba,3797,AR,Córdoba
2612,3608,Calle 8606,,Mar del Plata,7746,AR,Buenos Aires
2613,3609,Calle 7109,,CABA,2542,AR,Buenos Aires
2614,3610,Calle 4755,Piso 5 Dto A,La Plata,5435,AR,Buenos Aires
2615,3611,Calle 505,Piso 3 Dto C,Río Cuarto,5008,AR,Córdoba
2616,3612,Calle 5041,Piso 8 Dto B,Mar del Plata,2488,AR,Buenos Aires
2617,3613,Calle 6977,Piso 11 Dto A,Río Cuarto,7824,AR,Córdoba
2618,3614,Calle 4670,Piso 2 Dto B,Mar del Plata,6759,AR,Buenos Aires
2619,3615,Calle 1065,,Río Cuarto,6241,AR,Córdoba
2620,3616,Calle 4917,,Rosario,9332,AR,Santa Fe
2621,3617,Calle 1157,,CABA,6215,AR,Buenos Aires
2622,3618,Calle 2970,,La Plata,1577,AR,Buenos Aires
2623,3619,Calle 6253,Piso 7 Dto C,La Plata,3838,AR,Buenos Aires
2624,3620,Calle 3797,,Córdoba,5096,AR,Córdoba
2625,3621,Calle 8877,,Rafaela,4776,AR,Santa Fe
2626,3622,Calle 2438,Piso 5 Dto A,Mar del Plata,7957,AR,Buenos Aires
2627,3623,Calle 4427,,CABA,5913,AR,Buenos Aires
2628,3624,Calle 3902,Piso 5 Dto A,CABA,7077,AR,Buenos Aires
2629,3625,Calle 8632,Piso 7 Dto B,San Rafael,1610,AR,Mendoza
2630,3626,Calle 4719,,La Plata,3893,AR,Buenos Aires
2631,3627,Calle 9085,,Mendoza,8368,AR,Mendoza
2632,3628,Calle 9464,Piso 6 Dto A,CABA,5456,AR,Buenos Aires
2633,3629,Calle 4076,Piso 10 Dto B,Rosario,5642,AR,Santa Fe
2634,3630,Calle 1575,Piso 8 Dto B,Mar del Plata,1734,AR,Buenos Aires
2635,3631,Calle 8570,,Mar del Plata,6574,AR,Buenos Aires
2636,3632,Calle 7461,Piso 4 Dto B,Mar del Plata,7585,AR,Buenos Aires
2637,3633,Calle 7041,Piso 8 Dto C,La Plata,8487,AR,Buenos Aires
2638,3634,Calle 7497,,CABA,8098,AR,Buenos Aires
2639,3635,Calle 7215,,La Plata,4520,AR,Buenos Aires
2640,3636,Calle 7341,Piso 2 Dto B,Mar del Plata,8871,AR,Buenos Aires
2641,3637,Calle 5338,Piso 1 Dto C,Mar del Plata,2254,AR,Buenos Aires
2642,3638,Calle 328,Piso 11 Dto A,Villa Carlos Paz,9051,AR,Córdoba
2643,3639,Calle 2961,,Mar del Plata,7028,AR,Buenos Aires
2644,3640,Calle 306,,Villa Carlos Paz,6490,AR,Córdoba
2645,3641,Calle 9448,Piso 4 Dto B,Mar del Plata,6093,AR,Buenos Aires
2646,3642,Calle 4331,Piso 3 Dto C,Mar del Plata,2181,AR,Buenos Aires
2647,3643,Calle 9631,Piso 3 Dto B,Rafaela,3037,AR,Santa Fe
2648,3644,Calle 5414,,Mendoza,9829,AR,Mendoza
2649,3645,Calle 7010,Piso 12 Dto A,Santa Fe,5929,AR,Santa Fe
2650,3646,Calle 6739,Piso 4 Dto C,Mendoza,5005,AR,Mendoza
2651,3647,Calle 6314,Piso 4 Dto B,Rosario,4616,AR,Santa Fe
2652,3648,Calle 357,Piso 2 Dto A,Córdoba,9999,AR,Córdoba
2653,3649,Calle 3415,Piso 1 Dto B,Córdoba,3415,AR,Córdoba
2654,3650,Calle 6162,,Mar del Plata,7345,AR,Buenos Aires
2655,3651,Calle 3184,,CABA,5157,AR,Buenos Aires
2656,3652,Calle 9751,Piso 5 Dto B,Córdoba,5007,AR,Córdoba
2657,3653,Calle 2467,Piso 4 Dto A,CABA,8204,AR,Buenos Aires
2658,3654,Calle 784,,Mar del Plata,8315,AR,Buenos Aires
2659,3655,Calle 7553,,La Plata,7774,AR,Buenos Aires
2660,3656,Calle 7283,,La Plata,9346,AR,Buenos Aires
2661,3657,Calle 8002,Piso 8 Dto B,San Rafael,7133,AR,Mendoza
2662,3658,Calle 3923,Piso 5 Dto C,Río Cuarto,3266,AR,Córdoba
2663,3659,Calle 7532,,Santa Fe,8802,AR,Santa Fe
2664,3660,Calle 7788,Piso 5 Dto A,Mar del Plata,3462,AR,Buenos Aires
2665,3661,Calle 6902,,Godoy Cruz,6048,AR,Mendoza
2666,3662,Calle 1447,Piso 2 Dto B,La Plata,4402,AR,Buenos Aires
2667,3663,Calle 954,,Mar del Plata,5550,AR,Buenos Aires
2668,3664,Calle 6528,,Santa Fe,4967,AR,Santa Fe
2669,3665,Calle 4001,Piso 9 Dto B,Villa Carlos Paz,6987,AR,Córdoba
2670,3666,Calle 3282,Piso 11 Dto A,CABA,8042,AR,Buenos Aires
2671,3667,Calle 221,Piso 1 Dto B,Río Cuarto,1473,AR,Córdoba
2672,3668,Calle 4023,Piso 5 Dto C,Mar del Plata,7904,AR,Buenos Aires
2673,3669,Calle 9796,Piso 9 Dto C,Mar del Plata,6150,AR,Buenos Aires
2674,3670,Calle 5215,Piso 9 Dto A,CABA,5533,AR,Buenos Aires
2675,3671,Calle 5021,Piso 8 Dto B,La Plata,2523,AR,Buenos Aires
2676,3672,Calle 6691,,Río Cuarto,5598,AR,Córdoba
2677,3673,Calle 6552,Piso 11 Dto C,Villa Carlos Paz,9971,AR,Córdoba
2678,3674,Calle 6110,Piso 12 Dto A,Córdoba,7621,AR,Córdoba
2679,3675,Calle 6143,,San Rafael,5525,AR,Mendoza
2680,3676,Calle 3794,,Río Cuarto,4046,AR,Córdoba
2681,3677,Calle 285,Piso 6 Dto B,La Plata,4964,AR,Buenos Aires
2682,3678,Calle 1100,Piso 5 Dto A,CABA,2101,AR,Buenos Aires
2683,3679,Calle 6366,Piso 7 Dto A,Rafaela,8938,AR,Santa Fe
2684,3680,Calle 3494,,CABA,5150,AR,Buenos Aires
2685,3681,Calle 5564,Piso 3 Dto B,Río Cuarto,5902,AR,Córdoba
2686,3682,Calle 3080,Piso 6 Dto C,Rosario,5620,AR,Santa Fe
2687,3683,Calle 2728,Piso 12 Dto A,Mar del Plata,4697,AR,Buenos Aires
2688,3684,Calle 6657,Piso 7 Dto B,San Rafael,8849,AR,Mendoza
2689,3685,Calle 3336,,CABA,1141,AR,Buenos Aires
2690,3686,Calle 3205,Piso 5 Dto B,La Plata,9757,AR,Buenos Aires
2691,3687,Calle 8639,,Mar del Plata,2948,AR,Buenos Aires
2692,3688,Calle 5632,,Villa Carlos Paz,9560,AR,Córdoba
2693,3689,Calle 1245,Piso 3 Dto C,Río Cuarto,6411,AR,Córdoba
2694,3690,Calle 6174,,Rosario,4524,AR,Santa Fe
2695,3691,Calle 9628,,CABA,9974,AR,Buenos Aires
2696,3692,Calle 8731,Piso 2 Dto B,Córdoba,4097,AR,Córdoba
2697,3693,Calle 2836,,Mar del Plata,7061,AR,Buenos Aires
2698,3694,Calle 853,,Córdoba,3840,AR,Córdoba
2699,3695,Calle 7737,,CABA,2427,AR,Buenos Aires
2700,3696,Calle 3222,Piso 4 Dto A,Córdoba,6838,AR,Córdoba
2701,3697,Calle 1029,,CABA,4109,AR,Buenos Aires
2702,3698,Calle 169,,Santa Fe,2635,AR,Santa Fe
2703,3699,Calle 6673,Piso 6 Dto C,Río Cuarto,6125,AR,Córdoba
2704,3700,Calle 7081,Piso 4 Dto C,Mar del Plata,6333,AR,Buenos Aires
2705,3701,Calle 3011,,Mar del Plata,3316,AR,Buenos Aires
2706,3702,Calle 4373,,San Rafael,7831,AR,Mendoza
2707,3703,Calle 1688,,Río Cuarto,7265,AR,Córdoba
2708,3704,Calle 283,,Córdoba,3622,AR,Córdoba
2709,3705,Calle 2024,,Mar del Plata,7838,AR,Buenos Aires
2710,3706,Calle 1372,Piso 11 Dto B,Mendoza,7588,AR,Mendoza
2711,3707,Calle 9314,,Villa Carlos Paz,9668,AR,Córdoba
2712,3708,Calle 9387,,Villa Carlos Paz,1182,AR,Córdoba
2713,3709,Calle 5763,,Córdoba,8468,AR,Córdoba
2714,3710,Calle 2389,Piso 1 Dto A,Córdoba,5379,AR,Córdoba
2715,3711,Calle 2111,Piso 5 Dto A,La Plata,3000,AR,Buenos Aires
2716,3712,Calle 4838,,Córdoba,6426,AR,Córdoba
2717,3713,Calle 378,Piso 12 Dto A,Rafaela,1261,AR,Santa Fe
2718,3714,Calle 470,Piso 3 Dto A,Mar del Plata,1209,AR,Buenos Aires
2719,3715,Calle 7817,Piso 5 Dto B,Santa Fe,6588,AR,Santa Fe
2720,3716,Calle 4214,Piso 2 Dto C,Córdoba,8137,AR,Córdoba
2721,3717,Calle 3347,Piso 1 Dto A,Godoy Cruz,6394,AR,Mendoza
2722,3718,Calle 3614,Piso 9 Dto C,CABA,9697,AR,Buenos Aires
2723,3719,Calle 6241,,Godoy Cruz,2213,AR,Mendoza
2724,3720,Calle 6828,,CABA,1377,AR,Buenos Aires
2725,3721,Calle 3171,,San Rafael,5578,AR,Mendoza
2726,3722,Calle 7328,,Santa Fe,4511,AR,Santa Fe
2727,3723,Calle 1987,Piso 12 Dto C,La Plata,9536,AR,Buenos Aires
2728,3724,Calle 2761,Piso 12 Dto C,Río Cuarto,6046,AR,Córdoba
2729,3725,Calle 4254,,Córdoba,6925,AR,Córdoba
2730,3726,Calle 9189,Piso 4 Dto C,CABA,2523,AR,Buenos Aires
2731,3727,Calle 923,,Mar del Plata,3065,AR,Buenos Aires
2732,3728,Calle 4192,Piso 9 Dto C,Mar del Plata,9662,AR,Buenos Aires
2733,3729,Calle 6226,,Santa Fe,3732,AR,Santa Fe
2734,3730,Calle 8763,,Rafaela,9610,AR,Santa Fe
2735,3731,Calle 1816,,Córdoba,5021,AR,Córdoba
2736,3732,Calle 8356,Piso 9 Dto B,La Plata,9768,AR,Buenos Aires
2737,3733,Calle 7946,Piso 7 Dto C,Villa Carlos Paz,9231,AR,Córdoba
2738,3734,Calle 4564,,Villa Carlos Paz,8858,AR,Córdoba
2739,3735,Calle 5333,Piso 10 Dto B,Río Cuarto,3401,AR,Córdoba
2740,3736,Calle 3288,Piso 2 Dto B,Mar del Plata,6646,AR,Buenos Aires
2741,3737,Calle 8241,Piso 12 Dto C,Córdoba,5498,AR,Córdoba
2742,3738,Calle 1426,Piso 11 Dto A,Villa Carlos Paz,9627,AR,Córdoba
2743,3739,Calle 7022,,Córdoba,2930,AR,Córdoba
2744,3740,Calle 3671,Piso 5 Dto C,La Plata,6826,AR,Buenos Aires
2745,3741,Calle 7141,Piso 5 Dto A,La Plata,8218,AR,Buenos Aires
2746,3742,Calle 131,,Córdoba,6750,AR,Córdoba
2747,3743,Calle 1807,,Rosario,2406,AR,Santa Fe
2748,3744,Calle 2544,,Río Cuarto,3068,AR,Córdoba
2749,3745,Calle 3523,,Mar del Plata,8857,AR,Buenos Aires
2750,3746,Calle 9302,Piso 11 Dto C,CABA,8141,AR,Buenos Aires
2751,3747,Calle 8293,,San Rafael,4342,AR,Mendoza
2752,3748,Calle 83,,San Rafael,8186,AR,Mendoza
2753,3749,Calle 6540,Piso 7 Dto C,Mar del Plata,2709,AR,Buenos Aires
2754,3750,Calle 6830,,La Plata,3527,AR,Buenos Aires
2755,3751,Calle 7939,Piso 5 Dto C,La Plata,3257,AR,Buenos Aires
2756,3752,Calle 5452,Piso 12 Dto A,Mar del Plata,5897,AR,Buenos Aires
2757,3753,Calle 2510,Piso 12 Dto C,Mar del Plata,7697,AR,Buenos Aires
2758,3754,Calle 2516,,Río Cuarto,3796,AR,Córdoba
2759,3755,Calle 5259,,Santa Fe,5028,AR,Santa Fe
2760,3756,Calle 5574,,Villa Carlos Paz,2463,AR,Córdoba
2761,3757,Calle 4257,Piso 4 Dto C,La Plata,7515,AR,Buenos Aires
2762,3758,Calle 4728,,Villa Carlos Paz,8304,AR,Córdoba
2763,3759,Calle 7873,,Córdoba,9271,AR,Córdoba
2764,3760,Calle 6068,Piso 2 Dto A,La Plata,5897,AR,Buenos Aires
2765,3761,Calle 2707,,Rafaela,8036,AR,Santa Fe
2766,3762,Calle 8520,Piso 11 Dto A,Córdoba,8796,AR,Córdoba
2767,3763,Calle 5743,,La Plata,8887,AR,Buenos Aires
2768,3764,Calle 4315,,La Plata,6012,AR,Buenos Aires
2769,3765,Calle 8799,Piso 8 Dto C,Godoy Cruz,2668,AR,Mendoza
2770,3766,Calle 2863,,Rafaela,5352,AR,Santa Fe
2771,3767,Calle 3949,Piso 5 Dto A,Mar del Plata,4448,AR,Buenos Aires
2772,3768,Calle 2048,,Villa Carlos Paz,2798,AR,Córdoba
2773,3769,Calle 4134,,San Rafael,5714,AR,Mendoza
2774,3770,Calle 4300,Piso 12 Dto C,CABA,3187,AR,Buenos Aires
2775,3771,Calle 7673,Piso 9 Dto B,La Plata,5170,AR,Buenos Aires
2776,3772,Calle 7993,Piso 5 Dto A,La Plata,9748,AR,Buenos Aires
2777,3773,Calle 7662,Piso 4 Dto C,Santa Fe,3484,AR,Santa Fe
